"ID","LANGUAGE","CONCEPT","FORM","COMMENTS","SOURCE"
802,"Huallaga","ACCOMPANIMENT","ši","","weber1996"
803,"Huallaga","ACCUSATIVE","ta","","weber1996"
804,"Huallaga","ADDITIVE","pis,si","","weber1996"
805,"Huallaga","AGENTIVE","q","","weber1996"
806,"Huallaga","AGENTIVE","q","also habitual","weber1996"
807,"Huallaga","BENEFACTIVE","paq","","weber1996"
808,"Huallaga","BENEFACTIVE","paq,paː/pa","/-pa/ no muy productivo","weber1996"
809,"Huallaga","CATEGORIC QUESTION","taq,raq","Para preguntas Y/N y expresiones negativas. Al emplear /-taq/, el hablante da por sentado que el interlocutor sabe la respuesta. En cambio, con /-raq/, el hablante no presupone que el interlocutor sabe la respuesta a la pregunta. ","weber1996"
810,"Huallaga","CAUSATIVE","či","","weber1996"
811,"Huallaga","CISLOCATIVE","mu","Con verbos de movimiento, ‘hacia acá’. Con verbos de no movimiento, ‘a una distancia del hablante o del “punto de perspectiva”’.","weber1996"
812,"Huallaga","CISLOCATIVE","mu","","weber1996"
813,"Huallaga","COMPARATIVE","niraq, naw","Glosados como ‘SEMejante’ y ‘SIMilitud’. El SEM se limita a atribuir una característica (por lo general una característica física) a un objeto físico.","weber1996"
814,"Huallaga","COMPLETELY ","kaːku","/wañu-ka:ku-ša/ (morir-CMPL-3PRF) ‘murió’","weber1996"
815,"Huallaga","CONCENTRALLY","čaku ","Aparece con verbos cognoscitivos o de percepción y añade al significado del verbo que la acción se realiza con un grado de concentración mayor que el normal. /-yarpa:-čakU/","weber1996"
816,"Huallaga","CONDITIONAL","man","","weber1996"
817,"Huallaga","CONTINUATIVE","raː,rpa","Agregado a un sustantivo, el durativo forma un verbo que significa ‘mostrar’ esa propiedad, /yana-ra:-/ ‘mostrar la propiedad “negro”’. /-rpa/ ‘durativo plural’, punku-kuna kiča-rpa-yka-n / puerta-PL abrir-DURPL-IMPF-3 / Las puertas están abiertas.","weber1996"
818,"Huallaga","CONTINUATIVE","raq,ran","/-ran/ casi no se emplea, por lo general aparece después de un sufijo de tercera persona /-n/","weber1996"
819,"Huallaga","DATIVE/ILATIVE","man","Similar al dativo de otras variedades. Wasi-:-man ša-mu-nki! / casa-1P-MET venir-LEJ-2 / ‘¡Ven a mi casa!’","weber1996"
820,"Huallaga","DESIRATIVE","naː","Aplicado con un grupo muy pequeño de sustantivos significa ‘querer x’. /yaku-na:-/ ‘tener sed, querer agua’, /warmi-na:-/ ‘lujuriar, desear a una mujer’.","weber1996"
821,"Huallaga","DIRECTIONAL ‘INSIDE’ ","yku","","weber1996"
822,"Huallaga","DIRECTIONAL ‘OUTSIDE’","rqu","","weber1996"
823,"Huallaga","DIRECTIONAL ´DOWN´","rpu","","weber1996"
824,"Huallaga","DIRECTIONAL UP","rku","También ‘en seguida’","weber1996"
825,"Huallaga","DISTAL DEMONSTRATIVE","čay","","weber1996"
826,"Huallaga","DISTAL REMOVED DEMONSTRATIVE","taqay","","weber1996"
827,"Huallaga","DUBITATIVE","čuraq","","weber1996"
828,"Huallaga","DURATIVE","ykaː","Glosado como imperfectivo ya que aparece con una variedad más amplia de verbos que la que se esperaría de un progresivo o un continuativo.","weber1996"
829,"Huallaga","EMPHATIC","kiki, ari","","weber1996"
830,"Huallaga","EMPHATIC","ʎa","","weber1996"
831,"Huallaga","EVIDENTIAL CONJECTURAL","či","","weber1996"
832,"Huallaga","EVIDENTIAL DIRECT","mi","","weber1996"
833,"Huallaga","EVIDENTIAL REPORTATIVE","ši","","weber1996"
834,"Huallaga","EXCEPTIONAL","yku ","No hay ejemplos","weber1996"
835,"Huallaga","EXCEPTIONAL","yku ","Puede indicar que la acción mentada por el verbo al que se afija se realizó con suficiente fuerza para que resultara existosa.","weber1996"
836,"Huallaga","EXCEPTIONAL","yʎa,ʎa","","weber1996"
837,"Huallaga","EXCLUSIVE","pura","","weber1996"
838,"Huallaga","FACTIVE","ča","Verbalizador transitivizante. Productividad limitada y semántica impredecible. /hatun-čakU-/ ‘agrandar (por ejemplo, una chacra)’, /maki-čakU-/ ‘robar repetidas veces (robos pequeños)’, /wasi-čakU-/ ‘actuar como dueño de una casa (que pertenece a otro)’","weber1996"
839,"Huallaga","FACTIVE","ča","'Hacer (que se vuelva)’. Productividad limitada. /maha-ča(:)-/ ‘aparear’, /muru-ča(:)/ ‘producir semilla’, /sapi-ča(:)-/ ‘echar raíces’","weber1996"
840,"Huallaga","FACTIVE","či","'Uno que hace en exceso’ /tapu(:)či/ ‘uno que hace muchas preguntas, entrometido’","weber1996"
841,"Huallaga","FACTIVE","ša ","","weber1996"
842,"Huallaga","FREQUENTIVE","ykačaː,kača/ča","","weber1996"
843,"Huallaga","GENITIVE","pa","","weber1996"
844,"Huallaga","HESITATING ACTION","ykačaː, kačaː","/puri-ykača-n/, andar-VACIL-3, ‘anda por aquí y por allá (sin rumbo)’","weber1996"
845,"Huallaga","IMMINENT","paq","/Tuni-na-n-paq ka-yka-n/, caer-SUB-3P-PR ser-IMPF-3, ‘Está por caer’","weber1996"
846,"Huallaga","IMPERATIVE","y","También INFINITIVO y VOCATIVO","weber1996"
847,"Huallaga","INCEPTIVE","ri","No hay ejemplos","weber1996"
848,"Huallaga","INCHOATIVE","yaː,paː/taː","'Convertirse en, volverse’","weber1996"
849,"Huallaga","INCLUSIVE","nintin,ntin","/-ntin/ después de vocales cortas","weber1996"
850,"Huallaga","INFINITIVE","y","También IMPERATIVO y VOCATIVO","weber1996"
851,"Huallaga","INSTRUMENTAL-COMITATIVE","wan","","weber1996"
852,"Huallaga","INTENSIFIER","kaːku","","weber1996"
853,"Huallaga","JOINT ACTION","paku ","marcado como DIFFUSE; Modifica el significado de la raíz a la que se añade para indicar que la acción no se dirige hacia un objeto determinado, sino se dirige difusamente hacia muchos objetos. /-pakU/ cambia el foco desde la meta/objeto de una actividad a la actividad misma; por ejemplo: /aru-pakU-/ ‘trabajar por aquí y por allá, no para una persona determinada ni haciendo una tarea determinada’.","weber1996"
854,"Huallaga","LIMITATIVE/AFECTIVE","yaq, kama","","weber1996"
855,"Huallaga","LOCATIVE","čaw","","weber1996"
856,"Huallaga","MIDDLE VOICE","ku","Este sufijo es de uso muy común, posee un significado muy difuso, ‘en beneficio de uno mismo’, aproximadamente.","weber1996"
857,"Huallaga","MULTIPLE POSSESSIVE","sapa","","weber1996"
858,"Huallaga","NEGATION","ču","","weber1996"
859,"Huallaga","NOMINALIZER ","pa","No muy productivo. /kaña-pa/ ‘área quemada para que rebrote el pasto’, /wiʎa-pa/ ‘noticias’, /puču-pa/ ‘sobras, sobrantes’","weber1996"
860,"Huallaga","NOMINALIZER ","ša ","","weber1996"
861,"Huallaga","NOMINALIZER NA","na ","Concretizador, casi siempre precedido por -kU ‘REFlexivo","weber1996"
862,"Huallaga","PASSIVE ACCIDENTAL","kaː, raː","El sufijo /-ra:/ es de uso más restringido porque está vinculado con un sentido aspectual. (durativo)","weber1996"
863,"Huallaga","PAST TENSE","ra","","weber1996"
864,"Huallaga","PERFECTIVIZER","ša","NMLZ","weber1996"
865,"Huallaga","PLURAL","kuna","","weber1996"
866,"Huallaga","POSSESSIVE","yoq,niyoq","","weber1996"
867,"Huallaga","PRIVATIVE","ynaq","-nnaq","weber1996"
868,"Huallaga","PROHIBITIVE","ama","","weber1996"
869,"Huallaga","PROXIMAL DEMONSTRATIVE","kay","","weber1996"
870,"Huallaga","REASON","rayku,raygu","","weber1996"
871,"Huallaga","RECIPROCAL","naku","","weber1996"
872,"Huallaga","REPORTATIVE PAST TENSE","naq","-ñaq/-sqa","weber1996"
873,"Huallaga","SIMULATIVE","tuku","","weber1996"
874,"Huallaga","SUBORDINATOR IDSUB","r , špa, ʎpa","/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.","weber1996"
875,"Huallaga","SUBORIDNATOR DIFFSUB","pti, ša","CORREFERENCIALIDAD","weber1996"
876,"Huallaga","SUPERLATIVE","nnin,nin","/-nnin/ después de vocales cortas","weber1996"
877,"Huallaga","TOPIC","qa","El topicalizador indica contraste como una manera de mostrar relevancia de un referente en contra de otro para el contexto.","weber1996"
878,"Huallaga","TOPIC","qa","","weber1996"
879,"Huallaga","VERBAL BENEFACTIVE","pu","No hay ejemplos","weber1996"
880,"Huallaga","VERBALIZER","kaku ","'Poner en’ cuando se añade a un sustantivo que se refiere a una parte del cuerpo.","weber1996"
881,"Huallaga","VERBALIZER","na","","weber1996"
882,"Huallaga","VERBALIZER","paku ","Verbalizador intransitivizante. Convierte a un sustantivo en la acción característica de ese sustantivo /qonquir-pakU-/ ‘arrodillarse’.","weber1996"
883,"Huanca","1 OBJECT","ma","","cerron1976"
884,"Huanca","1PL POSSESSOR","nchik","","cerron1976"
885,"Huanca","1PL VERBAL","nchik","","cerron1976"
886,"Huanca","1PL VERBAL CONDITIONAL","chwan","plural conditional; “we could”/”podríamos”","cerron1976"
887,"Huanca","1PL VERBAL FUTURE","shun","inclusive","cerron1976"
888,"Huanca","1S POSSESSOR","tantaː","","cerron1976"
889,"Huanca","1S SUBJECT 2S OBJECT ","k","","cerron1976"
890,"Huanca","1S SUBJECT 2S OBJECT FUTURE","shayki","","cerron1976"
891,"Huanca","1S VERBAL","kaː","verbal person pluralization with -paaku","cerron1976"
892,"Huanca","1S VERBAL FUTURE","shaq","","cerron1976"
893,"Huanca","2S POSSESSOR","yki","","cerron1976"
894,"Huanca","2S VERBAL","nki","","cerron1976"
895,"Huanca","3S FUTURE","nqa","","cerron1976"
896,"Huanca","3S POSSESSOR","n","","cerron1976"
897,"Huanca","3S SUBJECT 2S OBJECT","shunki","","cerron1976"
898,"Huanca","3S VERBAL","n","","cerron1976"
899,"Huanca","ABLATIVE","piqta","","cerron1976"
900,"Huanca","ACCOMPANIMENT","yshi","","cerron1976"
901,"Huanca","ACCUSATIVE","kta","/k/ no se da en Jauja; en lo demás: solo después de vocales breves","cerron1976"
902,"Huanca","ADDITIVE","pis, si","si has additional emphatic meaning","cerron1976"
903,"Huanca","AGENTIVE","q","","cerron1976"
904,"Huanca","ATTRIBUTIVE","sh","llorón, etc","cerron1976"
905,"Huanca","BENEFACTIVE","paq","","cerron1976"
906,"Huanca","CATEGORIC QUESTION","chaa","chaa: categoric question","cerron1976"
907,"Huanca","CAUSATIVE","chi","","cerron1976"
908,"Huanca","CISLOCATIVE","ma","","cerron1976"
909,"Huanca","COMPARATIVE","naw","","cerron1976"
910,"Huanca","CONTINUATIVE","laq","","cerron1976"
911,"Huanca","CONTINUATIVE","raa","acción se mantiene","cerron1976"
912,"Huanca","DATIVE/ILATIVE","man","","cerron1976"
913,"Huanca","DESIRATIVE","naa","","cerron1976"
914,"Huanca","DIMINUTIVE","cha","","cerron1976"
915,"Huanca","DIRECTIONAL ‘INSIDE’ ","yku","acción dinamica? antes: direcional","cerron1976"
916,"Huanca","DIRECTIONAL ‘OUTSIDE’","qlu","losing its meaning; now: educational, emphatic","cerron1976"
917,"Huanca","DIRECTIONAL ´DOWN´","lpu","","cerron1976"
918,"Huanca","DIRECTIONAL UP","lku","","cerron1976"
919,"Huanca","DURATIVE","ykaa","","cerron1976"
920,"Huanca","EMPHATIC","aa","absolute certainty about certain thing","cerron1976"
921,"Huanca","EMPHATIC","ali","some unexpected pluralizing semantics?","cerron1976"
922,"Huanca","EMPHATIC","llaa","","cerron1976"
923,"Huanca","EVIDENTIAL CONJECTURAL","tra","","cerron1976"
924,"Huanca","EVIDENTIAL DIRECT","mi","","cerron1976"
925,"Huanca","EVIDENTIAL MODIFER","ari","confirmar y subrayas la afirmación o negación","cerron1976"
926,"Huanca","EVIDENTIAL REPORTATIVE","shi","","cerron1976"
927,"Huanca","EXCLUSIVE","pula","","cerron1976"
928,"Huanca","FACTIVE","cha","","cerron1976"
929,"Huanca","FAMILIARITY","tan","","cerron1976"
930,"Huanca","GENITIVE","pa","","cerron1976"
931,"Huanca","HABITUAL","nya","also an analytical solution with ka-q","cerron1976"
932,"Huanca","IMPERATIVE","y","","cerron1976"
933,"Huanca","INCEPTIVE","li","","cerron1976"
934,"Huanca","INCHOATIVE","yaa","","cerron1976"
935,"Huanca","INCLUSIVE","ntin","","cerron1976"
936,"Huanca","INFINITIVE","y","","cerron1976"
937,"Huanca","INJUNCTIVE","chun","","cerron1976"
938,"Huanca","INSTRUMENTAL-COMITATIVE","wan","","cerron1976"
939,"Huanca","INTERRUPTED ACTION","tya","","cerron1976"
940,"Huanca","IRREVERSIBLE CHANGE","taa","ennegrezer, ensangar, etc","cerron1976"
941,"Huanca","JOINT ACTION","paːkuː","","cerron1976"
942,"Huanca","JOINT ACTION","paku","combined with middle voice -ku","cerron1976"
943,"Huanca","LIMITATIVE","kama","","cerron1976"
944,"Huanca","LOCATIVE","traw","de ‘trawpi’, “centro”","cerron1976"
945,"Huanca","MIDDLE VOICE","ku","","cerron1976"
946,"Huanca","MULTIPLE POSSESSIVE","sapa, taa","-taa only in very few regions","cerron1976"
947,"Huanca","NEGATION","chu","","cerron1976"
948,"Huanca","NOMINALIZER NA","na","","cerron1976"
949,"Huanca","PAST TENSE","lqa","","cerron1976"
950,"Huanca","PERFECTIVIZER","sha","","cerron1976"
951,"Huanca","PLURAL","kuna","","cerron1976"
952,"Huanca","POSSESSIVE","yuq","","cerron1976"
953,"Huanca","PRIVATIVE","nnaq","","cerron1976"
954,"Huanca","REASON","layku","","cerron1976"
955,"Huanca","RECIPROCAL","na","","cerron1976"
956,"Huanca","REPETITIVE","traku","","cerron1976"
957,"Huanca","REPORTATIVE PAST TENSE","ñaq","a veces pierde la consonante","cerron1976"
958,"Huanca","RESTRICTIVE","lla","","cerron1976"
959,"Huanca","SEQUENTIAL","taq","","cerron1976"
960,"Huanca","SIMULATIVE","tuku","","cerron1976"
961,"Huanca","SUBORDINATOR ADVERBIAL","shti","","cerron1976"
962,"Huanca","SUBORDINATOR IDSUB","l","","cerron1976"
963,"Huanca","SUBORIDNATOR DIFFSUB","pti","","cerron1976"
964,"Huanca","SUPERLATIVE","kaska","hatun-kaska: más grande","cerron1976"
965,"Huanca","SURPRISE","lan","","cerron1976"
966,"Huanca","TOPIC","qa","","cerron1976"
967,"Huanca","VERBAL AUMENTATIVE","sya","superlative + transformative, not very productive","cerron1976"
968,"Huanca","VERBAL BENEFACTIVE","pu","","cerron1976"
969,"Huanca","VERBAL CONTINUATIVE","paa","","cerron1976"
970,"Huanca","VERBAL PLURAL","paaku, lkaa","","cerron1976"
971,"Huanca","VERBALIZER","ña","","cerron1976"
972,"Huangascar","1 OBJECT","ma","","shimelman2017"
973,"Huangascar","1 SUBJECT 2 OBJECT ","yki","","shimelman2017"
974,"Huangascar","1PL POSSESSOR","nchik","","shimelman2017"
975,"Huangascar","1PL VERBAL","nchik","","shimelman2017"
976,"Huangascar","1PL VERBAL CONDITIONAL","chuwan","","shimelman2017"
977,"Huangascar","1PL VERBAL FUTURE","shun","","shimelman2017"
978,"Huangascar","1S POSSESSOR","tantaː","","shimelman2017"
979,"Huangascar","1S SUBJECT 2S OBJECT FUTURE","shqayki","variation between sh and s","shimelman2017"
980,"Huangascar","1S VERBAL","kaː","","shimelman2017"
981,"Huangascar","1S VERBAL FUTURE","shaq","","shimelman2017"
982,"Huangascar","2S CONDITIONAL","waq","","shimelman2017"
983,"Huangascar","2S OBJECT","shu","shu/su","shimelman2017"
984,"Huangascar","2S POSSESSOR","yki","","shimelman2017"
985,"Huangascar","2S SUBJECT 1S OBJECT","wanki","","shimelman2017"
986,"Huangascar","2S VERBAL","nki","","shimelman2017"
987,"Huangascar","3S FUTURE","nqa","","shimelman2017"
988,"Huangascar","3S POSSESSOR","n","","shimelman2017"
989,"Huangascar","3S SUBJECT 1PL OBJECT","manchik","","shimelman2017"
990,"Huangascar","3S SUBJECT 1S OBJECT","man","","shimelman2017"
991,"Huangascar","3S SUBJECT 2S OBJECT","shunki","","shimelman2017"
992,"Huangascar","3S VERBAL","n","","shimelman2017"
993,"Huangascar","ABLATIVE","paq","","shimelman2017"
994,"Huangascar","ACCOMPANIMENT","shi,si","","shimelman2017"
995,"Huangascar","ACCUSATIVE","ta","","shimelman2017"
996,"Huangascar","ADDITIVE","pis,s","","shimelman2017"
997,"Huangascar","AGENTIVE","q","","shimelman2017"
998,"Huangascar","BENEFACTIVE","paq","","shimelman2017"
999,"Huangascar","CAUSATIVE","chi","","shimelman2017"
1000,"Huangascar","CERTAINTY","puni","","shimelman2017"
1001,"Huangascar","CISLOCATIVE","mu","","shimelman2017"
1002,"Huangascar","COMPARATIVE","hina","","shimelman2017"
1003,"Huangascar","CONDITIONAL","man","","shimelman2017"
1004,"Huangascar","CONTINUATIVE","raq","","shimelman2017"
1005,"Huangascar","DATIVE/ILATIVE","man","","shimelman2017"
1006,"Huangascar","DESIRATIVE","naya","","shimelman2017"
1007,"Huangascar","DETRANSITIVIZER","raya","","shimelman2017"
1008,"Huangascar","DIMINUTIVE","cha","","shimelman2017"
1009,"Huangascar","DISCONTINUATIVE","ña","","shimelman2017"
1010,"Huangascar","DISJUNCTIVE","chu","","shimelman2017"
1011,"Huangascar","DISTAL DEMONSTRATIVE","chay","","shimelman2017"
1012,"Huangascar","DISTAL REMOVED DEMONSTRATIVE","wak","","shimelman2017"
1013,"Huangascar","DURATIVE","chka","","shimelman2017"
1014,"Huangascar","DURATIVE","ya","","shimelman2017"
1015,"Huangascar","EMPHATIC","ari","","shimelman2017"
1016,"Huangascar","EMPHATIC","ya","","shimelman2017"
1017,"Huangascar","EVIDENTIAL CONJECTURAL","tri,tr","","shimelman2017"
1018,"Huangascar","EVIDENTIAL DIRECT","mi,m","","shimelman2017"
1019,"Huangascar","EVIDENTIAL MODIFER","ik","","shimelman2017"
1020,"Huangascar","EVIDENTIAL MODIFER (STRONGEST)","iki","","shimelman2017"
1021,"Huangascar","EVIDENTIAL REPORTATIVE","shi,sh","","shimelman2017"
1022,"Huangascar","EXCEPTIONAL","yku,yka/ika/iku","","shimelman2017"
1023,"Huangascar","EXCLUSIVE","pura","","shimelman2017"
1024,"Huangascar","FACTIVE","cha","","shimelman2017"
1025,"Huangascar","FREQUENTIVE","katra","","shimelman2017"
1026,"Huangascar","GENITIVE","pa,pi","","shimelman2017"
1027,"Huangascar","IMPERATIVE","y","","shimelman2017"
1028,"Huangascar","INCEPTIVE","ri","","shimelman2017"
1029,"Huangascar","INCHOATIVE","ya","","shimelman2017"
1030,"Huangascar","INCLUSIVE","ntin","","shimelman2017"
1031,"Huangascar","INFINITIVE","y","","shimelman2017"
1032,"Huangascar","INJUNCTIVE","chun","","shimelman2017"
1033,"Huangascar","INSTRUMENTAL-COMITATIVE","wan","","shimelman2017"
1034,"Huangascar","INTENSIFIER","ya","","shimelman2017"
1035,"Huangascar","IRREVERSIBLE CHANGE","tamu","","shimelman2017"
1036,"Huangascar","JOINT ACTION","paku,paːku","","shimelman2017"
1037,"Huangascar","LIMITATIVE","kama","","shimelman2017"
1038,"Huangascar","LOCATIVE","pa,pi","","shimelman2017"
1039,"Huangascar","MIDDLE VOICE","ku","U","shimelman2017"
1040,"Huangascar","MULTIPLE POSSESSIVE","sapa","","shimelman2017"
1041,"Huangascar","MUTUAL BENEFIT","puku","","shimelman2017"
1042,"Huangascar","NEGATION","chu","","shimelman2017"
1043,"Huangascar","NOMINALIZER NA","na","","shimelman2017"
1044,"Huangascar","NON-EXHAUSTIVE","kuna","","shimelman2017"
1045,"Huangascar","PARTNERSHIP","masi","","shimelman2017"
1046,"Huangascar","PASSIVE ACCIDENTAL","ka","","shimelman2017"
1047,"Huangascar","PAST TENSE","rqa","","shimelman2017"
1048,"Huangascar","PERFECT","sha,sa","","shimelman2017"
1049,"Huangascar","PERFECTIVIZER","sha,sa","nmlz","shimelman2017"
1050,"Huangascar","PLURAL","kuna","","shimelman2017"
1051,"Huangascar","POSSESSIVE","yuq","","shimelman2017"
1052,"Huangascar","PROHIBITIVE","ama","","shimelman2017"
1053,"Huangascar","PROXIMAL DEMONSTRATIVE","kay","","shimelman2017"
1054,"Huangascar","PURPOSIVE","paq","","shimelman2017"
1055,"Huangascar","REASON","rayku","","shimelman2017"
1056,"Huangascar","RECIPROCAL","naku,naka","","shimelman2017"
1057,"Huangascar","REPETITIVE","pa","","shimelman2017"
1058,"Huangascar","REPORTATIVE PAST TENSE","shqa","","shimelman2017"
1059,"Huangascar","RESTRICTIVE","lla","","shimelman2017"
1060,"Huangascar","SEQUENTIAL","taq","","shimelman2017"
1061,"Huangascar","SIMULATIVE","tuku","","shimelman2017"
1062,"Huangascar","SUBORDINATOR ADVERBIAL","shtin","","shimelman2017"
1063,"Huangascar","SUBORDINATOR IDSUB","shpa","","shimelman2017"
1064,"Huangascar","SUBORIDNATOR DIFFSUB","pti","","shimelman2017"
1065,"Huangascar","TOPIC","qa","","shimelman2017"
1066,"Huangascar","TRANSLOCATIVE","pu,pa","","shimelman2017"
1067,"Huangascar","UNINTERRUPTED ACTION","ra","","shimelman2017"
1068,"Huangascar","URGENT","ru,ra","","shimelman2017"
1069,"Huangascar","VERBALIZER","na","some reciprocal action","shimelman2017"
1070,"HuarazHuailas","1 OBJECT","ma","","parker1976"
1071,"HuarazHuailas","1PL EXCLUSIVE","yaa","","parker1976"
1072,"HuarazHuailas","1PL POSSESSOR","ntsik, nintsik","-ni eufónico en C#/ V# La distinción entre EXCL e INCL no se recoje en la flexión nominal.","parker1976"
1073,"HuarazHuailas","1PL VERBAL","ntsik","","parker1976"
1074,"HuarazHuailas","1PL VERBAL CONDITIONAL","yaaman","","parker1976"
1075,"HuarazHuailas","1PL VERBAL FUTURE","shun","","parker1976"
1076,"HuarazHuailas","1S POSSESSOR","tantaː","-nii si la raíz = C# /V:#","parker1976"
1077,"HuarazHuailas","1S SUBJECT 2S OBJECT ","q","","parker1976"
1078,"HuarazHuailas","1S SUBJECT 2S OBJECT FUTURE","shqayki","","parker1976"
1079,"HuarazHuailas","1S VERBAL","kaː","","parker1976"
1080,"HuarazHuailas","1S VERBAL FUTURE","shaq","","parker1976"
1081,"HuarazHuailas","2PL SUBJECT","yaanki","","parker1976"
1082,"HuarazHuailas","2S SUBJECT 1S OBJECT","maanki","","parker1976"
1083,"HuarazHuailas","2S VERBAL","nki","misma forma para el futuro","parker1976"
1084,"HuarazHuailas","3PL SUBJECT","yaan","","parker1976"
1085,"HuarazHuailas","3S FUTURE","nqa","","parker1976"
1086,"HuarazHuailas","3S POSSESSOR","n","","parker1976"
1087,"HuarazHuailas","3S SUBJECT 1PL OBJECT","maantsik","","parker1976"
1088,"HuarazHuailas","3S SUBJECT 1S OBJECT","maan","","parker1976"
1089,"HuarazHuailas","3S SUBJECT 2S OBJECT","shunki","","parker1976"
1090,"HuarazHuailas","3S VERBAL","n","","parker1976"
1091,"HuarazHuailas","ABLATIVE","mampa","phon. alternation of manta","parker1976"
1092,"HuarazHuailas","ABLATIVE","peq, pita","'de’ ‘desde’","parker1976"
1093,"HuarazHuailas","ACCUSATIVE","ta","","parker1976"
1094,"HuarazHuailas","AGENTIVE","q","","parker1976"
1095,"HuarazHuailas","BENEFACTIVE","paq,shi","paa Raimondi y huari","parker1976"
1096,"HuarazHuailas","CARED ACTION","chaku","U = vocal cerrada que se vuelve abierta en ciertos contextos","parker1976"
1097,"HuarazHuailas","CISLOCATIVE","mu","","parker1976"
1098,"HuarazHuailas","COMPARATIVE","naw","","parker1976"
1099,"HuarazHuailas","CONDITIONAL","man","","parker1976"
1100,"HuarazHuailas","CONTINUATIVE","raa","","parker1976"
1101,"HuarazHuailas","DATIVE/ILATIVE","man","","parker1976"
1102,"HuarazHuailas","DESIRATIVE","na","","parker1976"
1103,"HuarazHuailas","DESIRATIVE","naa","","parker1976"
1104,"HuarazHuailas","DIRECTIONAL ‘INSIDE’ ","ykU","","parker1976"
1105,"HuarazHuailas","DIRECTIONAL ´DOWN´","rpu","","parker1976"
1106,"HuarazHuailas","DIRECTIONAL UP","rku","","parker1976"
1107,"HuarazHuailas","DURATIVE","ykaa","","parker1976"
1108,"HuarazHuailas","EMPHATIC","rI","I funciona igual que U. ","parker1976"
1109,"HuarazHuailas","FACTIVE","t","'acción completa’","parker1976"
1110,"HuarazHuailas","FACTIVE","tsaa","","parker1976"
1111,"HuarazHuailas","FREQUENTIVE","yan","'uno a uno’, ‘de tres en tres’","parker1976"
1112,"HuarazHuailas","GENITIVE","pa","","parker1976"
1113,"HuarazHuailas","HESITATING ACTION","ykachaa","","parker1976"
1114,"HuarazHuailas","INCHOATIVE","yaa","","parker1976"
1115,"HuarazHuailas","INCLUSIVE","ntin, nintin","-ni eufónico","parker1976"
1116,"HuarazHuailas","INFINITIVE","y","","parker1976"
1117,"HuarazHuailas","INSTRUMENTAL-COMITATIVE","wan","","parker1976"
1118,"HuarazHuailas","INTENSIFIER","rpaarI","","parker1976"
1119,"HuarazHuailas","IRREVERSIBLE CHANGE","taa","","parker1976"
1120,"HuarazHuailas","LOCATIVE","chaw","","parker1976"
1121,"HuarazHuailas","MIDDLE VOICE","ku","reflexivizador; U","parker1976"
1122,"HuarazHuailas","MULTIPLE POSSESSIVE","sapa","","parker1976"
1123,"HuarazHuailas","NOMINALIZER ","nqa","","parker1976"
1124,"HuarazHuailas","NOMINALIZER NA","na","participio potencial","parker1976"
1125,"HuarazHuailas","PASSIVE ACCIDENTAL","kaa","Reflexivizador","parker1976"
1126,"HuarazHuailas","PAST TENSE","rqa","","parker1976"
1127,"HuarazHuailas","PAST TENSE","rqu","","parker1976"
1128,"HuarazHuailas","PERFECT","sh, shqa","","parker1976"
1129,"HuarazHuailas","PERFECTIVIZER","shqa","","parker1976"
1130,"HuarazHuailas","PLURAL","kuna","","parker1976"
1131,"HuarazHuailas","POSSESSIVE","yoq","","parker1976"
1132,"HuarazHuailas","PRIVATIVE","nnaq","","parker1976"
1133,"HuarazHuailas","REASON","raykur, tsi","","parker1976"
1134,"HuarazHuailas","RESISTED ACTION","skI","","parker1976"
1135,"HuarazHuailas","RESTRICTIVE","lla","limitativo","parker1976"
1136,"HuarazHuailas","SUBORDINATOR IDSUB","r","","parker1976"
1137,"HuarazHuailas","SUBORIDNATOR DIFFSUB","pti","CORREFERENCIALIDAD","parker1976"
1138,"HuarazHuailas","VERBAL BENEFACTIVE","pu","'for someone’ en Ayacucho-","parker1976"
1139,"HuarazHuailas","VOCATIVE","y","","parker1976"
1140,"Inga","1 SUBJECT 2 OBJECT ","yqui","singular","tandioy1978"
1141,"Inga","1PL VERBAL","nchi","","tandioy1978"
1142,"Inga","1PL VERBAL FUTURE","sunchi","","tandioy1978"
1143,"Inga","1S SUBJECT 2PL OBJECT ","yquichita","","tandioy1978"
1144,"Inga","1S SUBJECT 2S OBJECT FUTURE","scaqui","","tandioy1978"
1145,"Inga","1S VERBAL","ka-ni","","tandioy1978"
1146,"Inga","1S VERBAL FUTURE","sa","","tandioy1978"
1147,"Inga","2PL VERBAL FUTURE","ncanguichi","","tandioy1978"
1148,"Inga","2S VERBAL","ngui","","tandioy1978"
1149,"Inga","2S VERBAL FUTURE","ncangui","","tandioy1978"
1150,"Inga","3PL VERBAL","ncuna","","tandioy1978"
1151,"Inga","3PL VERBAL FUTURE","ngacuna","","tandioy1978"
1152,"Inga","3S FUTURE","nga","","tandioy1978"
1153,"Inga","3S VERBAL","n","no se marca siempre","tandioy1978"
1154,"Inga","ABLATIVE","manda","","tandioy1978"
1155,"Inga","ACCUSATIVE","ta","","tandioy1978"
1156,"Inga","ADDITIVE","pas","","tandioy1978"
1157,"Inga","AGENTIVE","g","","tandioy1978"
1158,"Inga","BENEFACTIVE","pua","beneficio del hablante","tandioy1978"
1159,"Inga","CATEGORIC QUESTION","ta","","tandioy1978"
1160,"Inga","CISLOCATIVE","mu","","tandioy1978"
