# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
1616		m a n d a	571	ABLATIVE	Pastaza	manda		m a n d a	manda		Wasi-manda llucshi-shca ‘Salió de la casa’, Caspi-manda rura-shca ‘Lo hizo de madera’, Ima-manda rima-ju-n ‘¿De qué está hablando?	landerman1973
1674		m a n t a	571	ABLATIVE	SanMartin	manta		m a n t a	manta			coombs1976
1747		p a q - -	570	ABLATIVE	SanPedro	paq		p a q	paq			shimelman2017
1869		m a n t a	571	ABLATIVE	Santiagueno	manta		m a n t a	manta,mant			juanatey2020
1870		m a n t -	571	ABLATIVE	Santiagueno	mant		m a n t	manta,mant			juanatey2020
1956		p i - t a	5	ABLATIVE	Tarma	pita		p i t a	pita			adelaar1977
2176		m a n t a		ABLATIVE	Imbabura	manta		m a n t a				cole1985
#
23		- ʃ i	598	ACCOMPANIMENT	Apuri	shi		ʃ i	shi,si			shimelman2017
24		- s i	598	ACCOMPANIMENT	Apuri	si		s i	shi,si			shimelman2017
154		j s i	598	ACCOMPANIMENT	Apurimac	ysi		j s i	ysi			camacho2006
248		- s i	598	ACCOMPANIMENT	Ayacucho	si		s i	si		helping someone	parker1969
409		- ʃ i	598	ACCOMPANIMENT	Cacra-Hongos	shi		ʃ i	shi,si			shimelman2017
410		- s i	598	ACCOMPANIMENT	Cacra-Hongos	si		s i	shi,si			shimelman2017
707		j s i	598	ACCOMPANIMENT	Cuzco	ysi		j s i	ysi			cusihuaman1976
886		- ʃ i	598	ACCOMPANIMENT	Huallaga	ši		ʃ i	ši			
1007		j ʃ i	598	ACCOMPANIMENT	Huanca	yshi		j ʃ i	yshi			cerron1976
1104		- ʃ i	598	ACCOMPANIMENT	Huangascar	shi		ʃ i	shi,si			shimelman2017
1105		- s i	598	ACCOMPANIMENT	Huangascar	si		s i	shi,si			shimelman2017
1224		ʃ i	721	ACCOMPANIMENT	HuarazHuailas	shi		ʃ i	paq,shi			parker1976
1422		- ʃ i	598	ACCOMPANIMENT	Lincha-Tana	shi		ʃ i	shi,si			shimelman2017
1423		- s i	598	ACCOMPANIMENT	Lincha-Tana	si		s i	shi,si			shimelman2017
1748		- ʃ i	598	ACCOMPANIMENT	SanPedro	shi		ʃ i	shi,si			shimelman2017
1749		- s i	598	ACCOMPANIMENT	SanPedro	si		s i	shi,si			shimelman2017
2074		n t i n		ACCOMPANIMENT	Laraos	ntin		n t i n			"colectivo". Está como plural complementario	
2091		n t i		ACCOMPANIMENT	Pacaraos	nti		n t i				
#
25		- t a	614	ACCUSATIVE	Apuri	ta		t a	ta			shimelman2017
155		- t a	614	ACCUSATIVE	Apurimac	ta		t a	ta			camacho2006
249		- t a	614	ACCUSATIVE	Ayacucho	ta		t a	ta			parker1969
328		- t a	614	ACCUSATIVE	Azuay	ta		t a	ta			cordero1955
411		k t a	6	ACCUSATIVE	Cacra-Hongos	kta		k t a	kta			shimelman2017
518		- t a	614	ACCUSATIVE	Cajamarca	ta		t a	ta			quesada2006
584		- t a	614	ACCUSATIVE	Chachapoyas	ta		t a	ta			taylor1979
643		- t a	614	ACCUSATIVE	Chimborazo	ta		t a	ta			
708		- t a	614	ACCUSATIVE	Cuzco	ta		t a	ta			cusihuaman1976
816		- t a	614	ACCUSATIVE	Ferrenafe	ta		t a	ta			
887		- t a	614	ACCUSATIVE	Huallaga	ta		t a	ta			weber1996
1008		k t a	6	ACCUSATIVE	Huanca	kta		k t a	kta		/k/ no se da en Jauja; en lo demás: solo después de vocales breves	cerron1976
1106		- t a	614	ACCUSATIVE	Huangascar	ta		t a	ta			shimelman2017
1221		- t a	614	ACCUSATIVE	HuarazHuailas	ta		t a	ta			parker1976
1287		- t a	614	ACCUSATIVE	Inga	ta		t a	ta			tandioy1978
1363		- t a	614	ACCUSATIVE	Laraos	ta		t a	ta			
1424		- t a	614	ACCUSATIVE	Lincha-Tana	ta		t a	ta			shimelman2017
1535		k t a	6	ACCUSATIVE	Pacaraos	kta		k t a	kta			adelaar1987
1617		- t a	614	ACCUSATIVE	Pastaza	ta		t a	ta			
1675		- t a	614	ACCUSATIVE	SanMartin	ta		t a	ta			coombs1976
1750		- t a	614	ACCUSATIVE	SanPedro	ta		t a	ta			shimelman2017
1871		- t -	614	ACCUSATIVE	Santiagueno	t		t	t,ta			juanatey2020
1872		- t a	614	ACCUSATIVE	Santiagueno	ta		t a	t,ta			juanatey2020
1957		- t a	614	ACCUSATIVE	Tarma	ta		t a	ta			adelaar1977
2177		t a		ACCUSATIVE	Imbabura	ta		t a				cole1985
#
26		p i s	639	ADDITIVE	Apuri	pis		p i s	pis,s			shimelman2017
27		s -	640	ADDITIVE	Apuri	s		s	pis,s			shimelman2017
156		p a s	7	ADDITIVE	Apurimac	pas		p a s	pas			camacho2006
250		p a s	7	ADDITIVE	Ayacucho	pas		p a s	pas			parker1969
329		p a s	7	ADDITIVE	Azuay	pas		p a s	pas			cordero1955
412		p i s	639	ADDITIVE	Cacra-Hongos	pis		p i s	pis,s			shimelman2017
413		s -	640	ADDITIVE	Cacra-Hongos	s		s	pis,s			shimelman2017
519		p i s	639	ADDITIVE	Cajamarca	pis		p i s	pis			quesada2006
644		p i ʃ	639	ADDITIVE	Chimborazo	piš		p i ʃ	piš			
709		p i s	639	ADDITIVE	Cuzco	pis		p i s	pis, pas			cusihuaman1976
710		p a s	7	ADDITIVE	Cuzco	pas		p a s	pis, pas			cusihuaman1976
817		p i s	639	ADDITIVE	Ferrenafe	pis		p i s	pis			taylor1982
888		p i s	639	ADDITIVE	Huallaga	pis		p i s	pis,si			weber1996
889		s i	640	ADDITIVE	Huallaga	si		s i	pis,si			weber1996
1009		p i s	639	ADDITIVE	Huanca	pis		p i s	pis, si		si has additional emphatic meaning	cerron1976
1010		s i	640	ADDITIVE	Huanca	si		s i	pis, si		si has additional emphatic meaning	cerron1976
1107		p i s	639	ADDITIVE	Huangascar	pis		p i s	pis,s			shimelman2017
1108		s -	640	ADDITIVE	Huangascar	s		s	pis,s			shimelman2017
1288		p a s	7	ADDITIVE	Inga	pas		p a s	pas			tandioy1978
1364		p i s	639	ADDITIVE	Laraos	pis		p i s	pis			taylor1990
1425		p i s	639	ADDITIVE	Lincha-Tana	pis		p i s	pis,s			shimelman2017
1426		s -	640	ADDITIVE	Lincha-Tana	s		s	pis,s			shimelman2017
1618		p a s	7	ADDITIVE	Pastaza	pas		p a s	pas			
1676		p i ʃ	639	ADDITIVE	SanMartin	pish		p i ʃ	pish			coombs1976
1751		p i s	639	ADDITIVE	SanPedro	pis		p i s	pis,s			shimelman2017
1752		s -	640	ADDITIVE	SanPedro	s		s	pis,s			shimelman2017
1873		p a s	7	ADDITIVE	Santiagueno	pas		p a s	pas			juanatey2020
1958		p i s	639	ADDITIVE	Tarma	pis		p i s	pis			adelaar1977
2081		p a		ADDITIVE	Pacaraos	pa		p a				
2119		p i ʃ		ADDITIVE	Chachapoyas	pish		p i ʃ				taylor1979
2178		p a ʃ		ADDITIVE	Imbabura	pash		p a ʃ				cole1985
2228		p i s	640	ADDITIVE	HuarazHuailas	pis		p i s				
#
711		q e	668	ADDOPTIVE	Cuzco	qe		q e	qe			cusihuaman1976
#
520		n t i	670	ADJACENT SITUATION	Cajamarca	nti		n t i	nti			quesada2006
#
1959		b a s l a	672	ADJECTIVAL	Tarma	basla		b a s l a	basla		no indication of meaning	adelaar1977
#
28		q	674	AGENTIVE	Apuri	q		q	q			shimelman2017
157		q	674	AGENTIVE	Apurimac	q		q	q			camacho2006
251		χ	674	AGENTIVE	Ayacucho	q		χ	q			parker1969
330		g	674	AGENTIVE	Azuay	g		g	g			cordero1955
414		q	674	AGENTIVE	Cacra-Hongos	q		q	q			shimelman2017
521		χ	674	AGENTIVE	Cajamarca	q		χ	q			quesada2006
585		k	674	AGENTIVE	Chachapoyas	k		k	k			taylor1979
645		k	674	AGENTIVE	Chimborazo	k		k	k			
712		q	674	AGENTIVE	Cuzco	q		q	q			cusihuaman1976
818		q	674	AGENTIVE	Ferrenafe	q		q	q			taylor1982
890		q	674	AGENTIVE	Huallaga	q		q	q			weber1996
891		q	674	AGENTIVE	Huallaga	q		q	q		also habitual	weber1996
1011		q	674	AGENTIVE	Huanca	q		q	q			cerron1976
1109		q	674	AGENTIVE	Huangascar	q		q	q			shimelman2017
1222		q	674	AGENTIVE	HuarazHuailas	q		q	q			parker1976
1289		g	674	AGENTIVE	Inga	g		g	g			tandioy1978
1365		q	674	AGENTIVE	Laraos	q		q	q			taylor1990
1427		q	674	AGENTIVE	Lincha-Tana	q		q	q			shimelman2017
1536		q	674	AGENTIVE	Pacaraos	q		q	q			adelaar1987
1537		q	674	AGENTIVE	Pacaraos	q		q	q, shqa			adelaar1987
1677		k	674	AGENTIVE	SanMartin	k		k	k			coombs1976
1753		q	674	AGENTIVE	SanPedro	q		q	q			shimelman2017
1874		q	674	AGENTIVE	Santiagueno	q		q	q			juanatey2020
1960		q	674	AGENTIVE	Tarma	q		q	q			adelaar1977
2179		q		AGENTIVE	Imbabura	j		q				cole1985
2293		k		AGENTIVE	Pastaza	k		k	k			
#
713		n e q	702	APPROXIMATIVE	Cuzco	neq		n e q	neq			cusihuaman1976
#
586		j u p a j	704	ASSIMILATIVE	Chachapoyas	yupay		j u p a j	yupay, šina			taylor1979
587		ʃ i n a	705	ASSIMILATIVE	Chachapoyas	šina		ʃ i n a	yupay, šina			taylor1979
1961		j u p a j	704	ASSIMILATIVE	Tarma	yupay		j u p a j	yupay			adelaar1977
#
1012		ʃ	708	ATTRIBUTIVE	Huanca	sh		ʃ	sh		llorón, etc	cerron1976
2100		ʃ		ATTRIBUTIVE	Cajamarca	sh		ʃ				
#
158		s u - -	710	AUGMENTATIVE	Apurimac	su		s u	su, sara			camacho2006
159		s a r a	710	AUGMENTATIVE	Apurimac	sara		s a r a	su, sara			camacho2006
253		s u - -	710	AUGMENTATIVE	Ayacucho	su		s u	su, yku,yka		yku: verbal augmentative	parker1969
254		j k u	712	AUGMENTATIVE	Ayacucho	yku		j k u	su, yku,yka		yku: verbal augmentative	parker1969
255		j k a	712	AUGMENTATIVE	Ayacucho	yka		j k a	su, yku,yka		yku: verbal augmentative	parker1969
1539		tʃ a q	711	AUGMENTATIVE	Pacaraos	chaq		tʃ a q	chaq, traq		con adjetivos de tamaño	adelaar1987
1540		tʂ a q	711	AUGMENTATIVE	Pacaraos	traq		tʂ a q	chaq, traq		con adjetivos de tamaño	adelaar1987
#
714		ʎ i	718	AUTOTRANSFORMATIVE	Cuzco	lli		ʎ i	lli			cusihuaman1976
#
29		p a q -	720	BENEFACTIVE	Apuri	paq		p a q	paq			shimelman2017
160		p a q -	720	BENEFACTIVE	Apurimac	paq		p a q	paq			camacho2006
256		p a χ -	720	BENEFACTIVE	Ayacucho	paq		p a χ	paq			parker1969
331		p u - a	8	BENEFACTIVE	Azuay	pua		p u a	pua		beneficio del hablante	cordero1955
415		p a q -	720	BENEFACTIVE	Cacra-Hongos	paq		p a q	paq			shimelman2017
522		p a χ -	720	BENEFACTIVE	Cajamarca	paq		p a χ	paq			quesada2006
588		p a - -	720	BENEFACTIVE	Chachapoyas	pa		p a	pa		same as genitive	taylor1979
646		p a k -	720	BENEFACTIVE	Chimborazo	pak		p a k	pak			beukema1975
715		p a q -	720	BENEFACTIVE	Cuzco	paq		p a q	paq			cusihuaman1976
819		p a q -	720	BENEFACTIVE	Ferrenafe	paq		p a q	paq			taylor1982
892		p a q -	720	BENEFACTIVE	Huallaga	paq		p a q	paq			weber1996
893		p a q -	720	BENEFACTIVE	Huallaga	paq		p a q	paq,paː/pa		/-pa/ no muy productivo	weber1996
894		p aː - -	720	BENEFACTIVE	Huallaga	paː		p aː	paq,paː/pa		/-pa/ no muy productivo	weber1996
895		p a - -	720	BENEFACTIVE	Huallaga	pa		p a	paq,paː/pa		/-pa/ no muy productivo	weber1996
1013		p a q -	720	BENEFACTIVE	Huanca	paq		p a q	paq			cerron1976
1110		p a q -	720	BENEFACTIVE	Huangascar	paq		p a q	paq			shimelman2017
1223		p a q -	720	BENEFACTIVE	HuarazHuailas	paq		p a q	paq,shi		paa Raimondi y huari	parker1976
1290		p u - a	8	BENEFACTIVE	Inga	pua		p u a	pua		beneficio del hablante	tandioy1978
1366		p a q -	720	BENEFACTIVE	Laraos	paq		p a q	paq			taylor1990
1428		p a q -	720	BENEFACTIVE	Lincha-Tana	paq		p a q	paq			shimelman2017
1541		p a q -	720	BENEFACTIVE	Pacaraos	paq		p a q	paq			adelaar1987
1619		p a - -	720	BENEFACTIVE	Pastaza	pa		p a	pa			
1678		p a - -	720	BENEFACTIVE	SanMartin	pa		p a	pa		same as genitive	coombs1976
1754		p a q -	720	BENEFACTIVE	SanPedro	paq		p a q	paq			shimelman2017
1875		p a χ -	720	BENEFACTIVE	Santiagueno	paq		p a χ	paq			juanatey2020
1962		p a q -	720	BENEFACTIVE	Tarma	paq		p a q	paq			adelaar1977
2180		p a q		BENEFACTIVE	Imbabura	paj		p a q				cole1985
#
523		tʃ k a	748	BETTER	Cajamarca	chka		tʃ k a	chka		“I better run”	quesada2006
#
1963		n u j	750	BROAD EQUATIONAL	Tarma	nuy		n u j	nuy			adelaar1977
#
1225		tʃ a k u	752	CARED ACTION	HuarazHuailas	chaku		tʃ a k u	chaku		U = vocal cerrada que se vuelve abierta en ciertos contextos	parker1976
#
332		t a - -	754	CATEGORIC QUESTION	Azuay	ta		t a	ta			cordero1955
524		t a - χ	754	CATEGORIC QUESTION	Cajamarca	taq		t a χ	taq			quesada2006
820		t a - q	754	CATEGORIC QUESTION	Ferrenafe	taq		t a q	taq		tematizador de formas interrogativas	taylor1982
896		t a - q	754	CATEGORIC QUESTION	Huallaga	taq		t a q	taq,raq		Para preguntas Y/N y expresiones negativas. Al emplear /-taq/, el hablante da por sentado que el interlocutor sabe la respuesta. En cambio, con /-raq/, el hablante no presupone que el interlocutor sabe la respuesta a la pregunta.	weber1996
897		ʐ a - q	754	CATEGORIC QUESTION	Huallaga	raq		ʐ a q	taq,raq		Para preguntas Y/N y expresiones negativas. Al emplear /-taq/, el hablante da por sentado que el interlocutor sabe la respuesta. En cambio, con /-raq/, el hablante no presupone que el interlocutor sabe la respuesta a la pregunta.	weber1996
1014		tʃ a a -	754	CATEGORIC QUESTION	Huanca	chaa		tʃ a a	chaa		chaa: categoric question	cerron1976
1291		t a - -	754	CATEGORIC QUESTION	Inga	ta		t a	ta			tandioy1978
1679		t a - -	754	CATEGORIC QUESTION	SanMartin	tá		t a	tá, rá		both ta/ra alternan with i; asking for new information, certain modality of questions	coombs1976
1680		r a	755	CATEGORIC QUESTION	SanMartin	rá		r a	tá, rá		both ta/ra alternan with i; asking for new information, certain modality of questions	coombs1976
1876		t a - χ	754	CATEGORIC QUESTION	Santiagueno	taq		t a χ	taq			juanatey2020
1964		t a - q	754	CATEGORIC QUESTION	Tarma	taq		t a q	taq			adelaar1977
2035		t a q		CATEGORIC QUESTION	Apuri	taq		t a q				
2038		t a q		CATEGORIC QUESTION	Ayacucho	taq		t a q				
2045		t a q		CATEGORIC QUESTION	Cacra-Hongos	taq		t a q				
2095		s u		CATEGORIC QUESTION	Pacaraos	su		s u				
2247		t a n		CATEGORIC QUESTION	HuarazHuailas	tan		t a n				
2271		tʃ u		CATEGORIC QUESTION	Cuzco	chu		tʃ u				
2276		tʃ u	34	CATEGORIC QUESTION	Apurimac	chu		tʃ u	chu			camacho2006
2294		tʃ u	34	CATEGORIC QUESTION	Pastaza	chu		tʃ u	chu			
2303		tʃ u	34	CATEGORIC QUESTION	Chimborazo	chu		tʃ u	chu			
#
30		tʃ i	766	CAUSATIVE	Apuri	chi		tʃ i	chi			shimelman2017
161		tʃ i	766	CAUSATIVE	Apurimac	chi		tʃ i	chi			camacho2006
257		tʃ i	766	CAUSATIVE	Ayacucho	či		tʃ i	či			
416		tʃ i	766	CAUSATIVE	Cacra-Hongos	chi		tʃ i	chi			shimelman2017
525		tʃ i	766	CAUSATIVE	Cajamarca	chi		tʃ i	chi			quesada2006
589		tʃ i	766	CAUSATIVE	Chachapoyas	či		tʃ i	či		taylor says factitive? weird	taylor1979
647		tʃ i	766	CAUSATIVE	Chimborazo	ci		tʃ i	ci			beukema1975
648		tʃ i	766	CAUSATIVE	Chimborazo	ci		tʃ i	ci			beukema1975
821		tʃ i	766	CAUSATIVE	Ferrenafe	chi		tʃ i	chi			
898		tʃ i	766	CAUSATIVE	Huallaga	či		tʃ i	či			
1015		tʃ i	766	CAUSATIVE	Huanca	chi		tʃ i	chi			cerron1976
1111		tʃ i	766	CAUSATIVE	Huangascar	chi		tʃ i	chi			shimelman2017
1367		tʃ i	766	CAUSATIVE	Laraos	chi		tʃ i	chi		factitivo	
1429		tʃ i	766	CAUSATIVE	Lincha-Tana	chi		tʃ i	chi			shimelman2017
1542		s i	767	CAUSATIVE	Pacaraos	si		s i	si			adelaar1987
1620		tʃ i	766	CAUSATIVE	Pastaza	chi		tʃ i	chi			
1681		tʃ i	766	CAUSATIVE	SanMartin	chi		tʃ i	chi		taylor says factitive? weird	coombs1976
1755		tʃ i	766	CAUSATIVE	SanPedro	chi		tʃ i	chi			shimelman2017
1877		tʃ i	766	CAUSATIVE	Santiagueno	chi		tʃ i	chi			juanatey2020
1965		tʃ i	766	CAUSATIVE	Tarma	chi		tʃ i	chi			adelaar1977
2158		tʃ i		CAUSATIVE	Inga	chi		tʃ i				
2182		tʃ i		CAUSATIVE	Imbabura	chi		tʃ i				cole1985
2235		r a j k u r		CAUSATIVE	HuarazHuailas	raykur		r a j k u r				
2263		tʃ i	766	CAUSATIVE	Cuzco	chi		tʃ i				
#
31		p u n i	787	CERTAINTY	Apuri	puni		p u n i	puni			shimelman2017
162		p u n i	787	CERTAINTY	Apurimac	puni		p u n i	puni			camacho2006
258		p u n i	787	CERTAINTY	Ayacucho	puni		p u n i	puni			parker1969
417		p u n i	787	CERTAINTY	Cacra-Hongos	puni		p u n i	puni			shimelman2017
716		p u n i	787	CERTAINTY	Cuzco	puni		p u n i	puni			cusihuaman1976
1112		p u n i	787	CERTAINTY	Huangascar	puni		p u n i	puni			shimelman2017
1430		p u n i	787	CERTAINTY	Lincha-Tana	puni		p u n i	puni			shimelman2017
1756		p u n i	787	CERTAINTY	SanPedro	puni		p u n i	puni			shimelman2017
1878		p u n i	787	CERTAINTY	Santiagueno	puni		p u n i	puni		infrequent, only nominal	alderetes2001
2122		a a	28	CERTAINTY	Huanca	aa		a a			"doesn't allow for an answer"	
#
717		t i	797	CHARACTERISTIC	Cuzco	ti		t i	ti, li			cusihuaman1976
718		l i	798	CHARACTERISTIC	Cuzco	li		l i	ti, li			cusihuaman1976
#
32		m u	800	CISLOCATIVE	Apuri	mu		m u	mu			shimelman2017
163		m u	800	CISLOCATIVE	Apurimac	mu		m u	mu			camacho2006
164		m u	800	CISLOCATIVE	Apurimac	mu		m u	mu			camacho2006
259		m u	800	CISLOCATIVE	Ayacucho	mu		m u	mu			parker1969
333		m u	800	CISLOCATIVE	Azuay	mu		m u	mu			cordero1955
418		m u	800	CISLOCATIVE	Cacra-Hongos	mu		m u	mu			shimelman2017
526		m u	800	CISLOCATIVE	Cajamarca	mu		m u	mu			quesada2006
590		m u	800	CISLOCATIVE	Chachapoyas	mu		m u	mu			taylor1979
649		m u	800	CISLOCATIVE	Chimborazo	mu		m u	mu			
719		m u	800	CISLOCATIVE	Cuzco	mu		m u	mu			cusihuaman1976
822		m u	800	CISLOCATIVE	Ferrenafe	mu		m u	mu			
899		m u	800	CISLOCATIVE	Huallaga	mu		m u	mu		Con verbos de movimiento, ‘hacia acá’. Con verbos de no movimiento, ‘a una distancia del hablante o del “punto de perspectiva”’.	weber1996
900		m u	800	CISLOCATIVE	Huallaga	mu		m u	mu			weber1996
1016		m a	800	CISLOCATIVE	Huanca	ma		m a	ma			cerron1976
1113		m u	800	CISLOCATIVE	Huangascar	mu		m u	mu			shimelman2017
1226		m u	800	CISLOCATIVE	HuarazHuailas	mu		m u	mu			parker1976
1292		m u	800	CISLOCATIVE	Inga	mu		m u	mu			tandioy1978
1431		m u	800	CISLOCATIVE	Lincha-Tana	mu		m u	mu			shimelman2017
1543		m u	800	CISLOCATIVE	Pacaraos	mu		m u	mu			adelaar1987
1621		m a	800	CISLOCATIVE	Pastaza	ma		m a	ma		/Sacha-ma/ ‘Al monte’	landerman1973
1682		m u	800	CISLOCATIVE	SanMartin	mu		m u	mu			coombs1976
1757		m u	800	CISLOCATIVE	SanPedro	mu		m u	mu			shimelman2017
1966		m u	800	CISLOCATIVE	Tarma	mu		m u	mu			adelaar1977
2065		m u		CISLOCATIVE	Laraos	mu		m u				
2139		m u		CISLOCATIVE	Santiagueno	mu		m u				
2183		m u		CISLOCATIVE	Imbabura	mu		m u				cole1985
#
33		h i n a -	824	COMPARATIVE	Apuri	hina		h i n a	hina			shimelman2017
260		h i n a -	824	COMPARATIVE	Ayacucho	hina		h i n a	hina			parker1969
334		k o m o	825	COMPARATIVE	Azuay	como		k o m o	como	esp		cordero1955
419		h i n a -	824	COMPARATIVE	Cacra-Hongos	hina		h i n a	hina			shimelman2017
527		ʃ i n a -	824	COMPARATIVE	Cajamarca	shina		ʃ i n a	shina			quesada2006
650		j a ʒ i	826	COMPARATIVE	Chimborazo	yaži		j a ʒ i	yaži			
720		n i ɾ a j	827	COMPARATIVE	Cuzco	niray		n i ɾ a j	niray, niraq			cusihuaman1976
721		n i ɾ a q	827	COMPARATIVE	Cuzco	niraq		n i ɾ a q	niray, niraq			cusihuaman1976
823		- - n o -	10	COMPARATIVE	Ferrenafe	no		n o	no, yupaq			taylor1982
824		iu p a q	828	COMPARATIVE	Ferrenafe	yupaq		iu p a q	no, yupaq			taylor1982
901		n i r a q	827	COMPARATIVE	Huallaga	niraq		n i r a q	niraq, naw		Glosados como ‘SEMejante’ y ‘SIMilitud’. El SEM se limita a atribuir una característica (por lo general una característica física) a un objeto físico.	weber1996
902		- - n a w	9	COMPARATIVE	Huallaga	naw		n a w	niraq, naw		Glosados como ‘SEMejante’ y ‘SIMilitud’. El SEM se limita a atribuir una característica (por lo general una característica física) a un objeto físico.	weber1996
1017		- - n a w	9	COMPARATIVE	Huanca	naw		n a w	naw			cerron1976
1114		h i n a -	824	COMPARATIVE	Huangascar	hina		h i n a	hina			shimelman2017
1227		- - n a w	9	COMPARATIVE	HuarazHuailas	naw		n a w	naw			parker1976
1432		h i n a -	824	COMPARATIVE	Lincha-Tana	hina		h i n a	hina			shimelman2017
1544		- - n a w	9	COMPARATIVE	Pacaraos	naw		n a w	naw			adelaar1987
1545		- - p i q - -	828	COMPARATIVE	Pacaraos	piq		p i q	piq, piqta			adelaar1987
1546		- - p i q t a	828	COMPARATIVE	Pacaraos	piqta		p i q t a	piq, piqta			adelaar1987
1683		ʃ i n a -	824	COMPARATIVE	SanMartin	shina		ʃ i n a	shina			coombs1976
1758		h i n a -	824	COMPARATIVE	SanPedro	hina		h i n a	hina			shimelman2017
1879		- i n a -	824	COMPARATIVE	Santiagueno	ina		i n a	ina			juanatey2020
2067		h i n a		COMPARATIVE	Laraos	hina		h i n a				
2120		ʃ i n a		COMPARATIVE	Chachapoyas	shina		ʃ i n a				taylor1979
2159		s i n a		COMPARATIVE	Inga	sina		s i n a				
2184		ʃ n a		COMPARATIVE	Imbabura	shna		ʃ n a				cole1985
2277		h i n a	824	COMPARATIVE	Apurimac	hina		h i n a	hina			camacho2006
#
903		k aː k u	847	COMPLETELY	Huallaga	kaːku		k aː k u	kaːku		/wañu-ka:ku-ša/ (morir-CMPL-3PRF) ‘murió’	weber1996
#
1967		k u	849	COMPLETIVE	Tarma	ku		k u	ku		used in combination with directional verbs (special use of middle voice?)	adelaar1977
#
904		tʃ a k u	851	CONCENTRALLY	Huallaga	čaku		tʃ a k u	čaku		Aparece con verbos cognoscitivos o de percepción y añade al significado del verbo que la acción se realiza con un grado de concentración mayor que el normal. /-yarpa:-čakU/	
#
34		m a n	853	CONDITIONAL	Apuri	man		m a n	man			shimelman2017
165		m a n	853	CONDITIONAL	Apurimac	man		m a n	man			camacho2006
261		m a n	853	CONDITIONAL	Ayacucho	man		m a n	man			parker1969
335		n t ɾ a	854	CONDITIONAL	Azuay	ntra		n t ɾ a	ntra			cordero1955
420		m a n	853	CONDITIONAL	Cacra-Hongos	man		m a n	man			shimelman2017
528		m a n	853	CONDITIONAL	Cajamarca	man		m a n	man			quesada2006
591		m a n	853	CONDITIONAL	Chachapoyas	man		m a n	man			taylor1979
651		m a n	853	CONDITIONAL	Chimborazo	man		m a n	man			
860		m a n	853	CONDITIONAL	Huallaga	man		m a n	man		con alargamiento de la vocal anterior	weber1996
905		m a n	853	CONDITIONAL	Huallaga	man		m a n	man			weber1996
1115		m a n	853	CONDITIONAL	Huangascar	man		m a n	man			shimelman2017
1228		m a n	853	CONDITIONAL	HuarazHuailas	man		m a n	man			parker1976
1293		n t r a	854	CONDITIONAL	Inga	ntra		n t r a	ntra			tandioy1978
1433		m a n	853	CONDITIONAL	Lincha-Tana	man		m a n	man			shimelman2017
1547		m a n	853	CONDITIONAL	Pacaraos	man		m a n	man			adelaar1987
1622		m a -	853	CONDITIONAL	Pastaza	ma		m a	ma		La primera persona se señala usando /-yni/ antes del sufijo potencial	landerman1973
1684		m a n	853	CONDITIONAL	SanMartin	man		m a n	man			coombs1976
1759		m a n	853	CONDITIONAL	SanPedro	man		m a n	man			shimelman2017
1880		m a n	853	CONDITIONAL	Santiagueno	man		m a n	man			juanatey2020
1968		m a n	853	CONDITIONAL	Tarma	man		m a n	man			adelaar1977
2055		m a n	911	CONDITIONAL	Ferrenafe	man		m a n				
2056		t a	614	CONDITIONAL	Ferrenafe	ta		t a				
2069		m a n		CONDITIONAL	Laraos	man		m a n				
2165		m a n		CONDITIONAL	Imbabura	man		m a n				cole1985
2264		m a n	853	CONDITIONAL	Cuzco	man		m a n				
#
652		m a r i	873	CONFIRMED OPINION	Chimborazo	mari		m a r i	mari		No hay ejemplos	beukema1975
#
825		s k i	875	CONTEMPORARY	Ferrenafe	ski		s k i	ski		simultaneo?	taylor1982
#
35		ɾ a q -	877	CONTINUATIVE	Apuri	raq		ɾ a q	raq			shimelman2017
166		r a q -	877	CONTINUATIVE	Apurimac	raq		r a q	raq			camacho2006
167		r a j a	11	CONTINUATIVE	Apurimac	raya		r a j a	raya			camacho2006
262		ɾ a χ -	877	CONTINUATIVE	Ayacucho	raq		ɾ a χ	raq			parker1969
263		ɾ a j a	11	CONTINUATIVE	Ayacucho	raya		ɾ a j a	raya			parker1969
336		ɾ a j a	11	CONTINUATIVE	Azuay	raya		ɾ a j a	raya		sin interrupción, uniforme	cordero1955
421		ɾ a q -	877	CONTINUATIVE	Cacra-Hongos	raq		ɾ a q	raq			shimelman2017
529		ɾ a χ -	877	CONTINUATIVE	Cajamarca	raq		ɾ a χ	raq			quesada2006
653		r a k -	877	CONTINUATIVE	Chimborazo	rak		r a k	rak			
722		ɾ a j a	11	CONTINUATIVE	Cuzco	raya		ɾ a j a	raya		Nominalizer	cusihuaman1976
826		ɾ a q -	877	CONTINUATIVE	Ferrenafe	raq		ɾ a q	raq			taylor1982
906		ʐ - aː -	12	CONTINUATIVE	Huallaga	raː		ʐ aː	raː,rpa		Agregado a un sustantivo, el durativo forma un verbo que significa ‘mostrar’ esa propiedad, /yana-ra:-/ ‘mostrar la propiedad “negro”’. /-rpa/ ‘durativo plural’, punku-kuna kiča-rpa-yka-n / puerta-PL abrir-DURPL-IMPF-3 / Las puertas están abiertas.	weber1996
